Borough,Grade,Year,Category,Number Tested,Mean Scale Score,Level 1 #,Level 1 %,Level 2 #,Level 2 %,Level 3 #,Level 3 %,Level 4 #,Level 4 %,Level 3+4 #,Level 3+4 %
STATEN ISLAND,6,2014,Asian,367,321,32,8.7,130,35.4,94,25.6,111,30.2,205,55.9
STATEN ISLAND,6,2014,Black,500,287,201,40.2,220,44,53,10.6,26,5.2,79,15.8
STATEN ISLAND,6,2014,Hispanic,1034,292,322,31.1,520,50.3,124,12,68,6.6,192,18.6
STATEN ISLAND,6,2014,White,2233,311,292,13.1,1023,45.8,475,21.3,443,19.8,918,41.1
STATEN ISLAND,6,2015,Asian,352,322,36,10.2,113,32.1,80,22.7,123,34.9,203,57.7
STATEN ISLAND,6,2015,Black,522,287,223,42.7,206,39.5,59,11.3,34,6.5,93,17.8
STATEN ISLAND,6,2015,Hispanic,1035,294,353,34.1,459,44.3,126,12.2,97,9.4,223,21.5
STATEN ISLAND,6,2015,White,2278,314,319,14,923,40.5,515,22.6,521,22.9,1036,45.5
STATEN ISLAND,6,2016,Asian,331,322,29,8.8,94,28.4,93,28.1,115,34.7,208,62.8
STATEN ISLAND,6,2016,Black,499,286,204,40.9,211,42.3,55,11,29,5.8,84,16.8
STATEN ISLAND,6,2016,Hispanic,1007,293,332,33,436,43.3,159,15.8,80,7.9,239,23.7
STATEN ISLAND,6,2016,White,2175,311,352,16.2,820,37.7,607,27.9,396,18.2,1003,46.1
STATEN ISLAND,6,2017,Asian,339,325,27,8,101,29.8,67,19.8,144,42.5,211,62.2
STATEN ISLAND,6,2017,Black,496,287,221,44.6,181,36.5,58,11.7,36,7.3,94,19
STATEN ISLAND,6,2017,Hispanic,1096,297,333,30.4,472,43.1,164,15,127,11.6,291,26.6
STATEN ISLAND,6,2017,White,2076,313,321,15.5,784,37.8,433,20.9,538,25.9,971,46.8
STATEN ISLAND,6,2018,Asian,403,613,34,8.4,65,16.1,105,26.1,199,49.4,304,75.4
STATEN ISLAND,6,2018,Black,466,593,185,39.7,129,27.7,79,17,73,15.7,152,32.6
STATEN ISLAND,6,2018,Hispanic,1159,599,324,28,314,27.1,242,20.9,279,24.1,521,45
STATEN ISLAND,6,2018,White,2108,609,231,11,455,21.6,486,23.1,936,44.4,1422,67.5
STATEN ISLAND,7,2013,Asian,365,316,51,14,126,34.5,136,37.3,52,14.2,188,51.5
STATEN ISLAND,7,2013,Black,561,283,299,53.3,185,33,63,11.2,14,2.5,77,13.7
STATEN ISLAND,7,2013,Hispanic,1022,289,419,41,426,41.7,160,15.7,17,1.7,177,17.3
STATEN ISLAND,7,2013,White,2301,308,482,20.9,951,41.3,670,29.1,198,8.6,868,37.7
STATEN ISLAND,7,2014,Asian,329,315,47,14.3,111,33.7,121,36.8,50,15.2,171,52
STATEN ISLAND,7,2014,Black,496,282,255,51.4,172,34.7,61,12.3,8,1.6,69,13.9
STATEN ISLAND,7,2014,Hispanic,1014,288,458,45.2,383,37.8,154,15.2,19,1.9,173,17.1
STATEN ISLAND,7,2014,White,2150,308,409,19,857,39.9,668,31.1,216,10,884,41.1
STATEN ISLAND,7,2015,Asian,370,320,42,11.4,97,26.2,173,46.8,58,15.7,231,62.4
STATEN ISLAND,7,2015,Black,506,286,240,47.4,182,36,75,14.8,9,1.8,84,16.6
STATEN ISLAND,7,2015,Hispanic,1028,291,396,38.5,409,39.8,202,19.6,21,2,223,21.7
STATEN ISLAND,7,2015,White,2209,311,394,17.8,764,34.6,821,37.2,230,10.4,1051,47.6
STATEN ISLAND,7,2016,Asian,363,323,31,8.5,96,26.4,146,40.2,90,24.8,236,65
STATEN ISLAND,7,2016,Black,517,292,209,40.4,202,39.1,85,16.4,21,4.1,106,20.5
STATEN ISLAND,7,2016,Hispanic,1010,299,301,29.8,431,42.7,214,21.2,64,6.3,278,27.5
STATEN ISLAND,7,2016,White,2198,316,270,12.3,806,36.7,732,33.3,390,17.7,1122,51
STATEN ISLAND,7,2017,Asian,354,332,29,8.2,62,17.5,127,35.9,136,38.4,263,74.3
STATEN ISLAND,7,2017,Black,510,297,156,30.6,223,43.7,100,19.6,31,6.1,131,25.7
STATEN ISLAND,7,2017,Hispanic,993,304,233,23.5,406,40.9,267,26.9,87,8.8,354,35.6
STATEN ISLAND,7,2017,White,2131,322,185,8.7,664,31.2,823,38.6,459,21.5,1282,60.2
STATEN ISLAND,7,2018,Asian,375,614,33,8.8,88,23.5,114,30.4,140,37.3,254,67.7
STATEN ISLAND,7,2018,Black,500,594,189,37.8,181,36.2,106,21.2,24,4.8,130,26
STATEN ISLAND,7,2018,Hispanic,1092,599,308,28.2,398,36.4,300,27.5,86,7.9,386,35.3
STATEN ISLAND,7,2018,White,2054,609,265,12.9,580,28.2,767,37.3,442,21.5,1209,58.9
STATEN ISLAND,8,2013,Asian,331,316,44,13.3,101,30.5,118,35.6,68,20.5,186,56.2
STATEN ISLAND,8,2013,Black,590,280,308,52.2,195,33.1,66,11.2,21,3.6,87,14.7
STATEN ISLAND,8,2013,Hispanic,1005,289,399,39.7,401,39.9,156,15.5,49,4.9,205,20.4
STATEN ISLAND,8,2013,White,2262,307,397,17.6,975,43.1,628,27.8,262,11.6,890,39.3
STATEN ISLAND,8,2014,Asian,373,318,42,11.3,115,30.8,133,35.7,83,22.3,216,57.9
STATEN ISLAND,8,2014,Black,531,284,240,45.2,205,38.6,68,12.8,18,3.4,86,16.2
STATEN ISLAND,8,2014,Hispanic,1020,291,343,33.6,451,44.2,188,18.4,38,3.7,226,22.2
STATEN ISLAND,8,2014,White,2264,310,306,13.5,949,41.9,736,32.5,273,12.1,1009,44.6
STATEN ISLAND,8,2015,Asian,345,320,36,10.4,93,27,136,39.4,80,23.2,216,62.6
STATEN ISLAND,8,2015,Black,508,290,190,37.4,210,41.3,91,17.9,17,3.3,108,21.3
STATEN ISLAND,8,2015,Hispanic,1002,296,286,28.5,440,43.9,224,22.4,52,5.2,276,27.5
STATEN ISLAND,8,2015,White,2078,314,264,12.7,682,32.8,773,37.2,359,17.3,1132,54.5
STATEN ISLAND,8,2016,Asian,367,327,25,6.8,89,24.3,138,37.6,115,31.3,253,68.9
STATEN ISLAND,8,2016,Black,501,295,157,31.3,197,39.3,116,23.2,31,6.2,147,29.3
STATEN ISLAND,8,2016,Hispanic,1037,300,242,23.3,466,44.9,258,24.9,71,6.8,329,31.7
STATEN ISLAND,8,2016,White,2057,318,230,11.2,654,31.8,723,35.1,450,21.9,1173,57
STATEN ISLAND,8,2017,Asian,394,328,29,7.4,89,22.6,138,35,138,35,276,70.1
STATEN ISLAND,8,2017,Black,511,299,140,27.4,194,38,130,25.4,47,9.2,177,34.6
STATEN ISLAND,8,2017,Hispanic,979,303,211,21.6,393,40.1,269,27.5,106,10.8,375,38.3
STATEN ISLAND,8,2017,White,2078,319,229,11,614,29.5,749,36,486,23.4,1235,59.4
STATEN ISLAND,8,2018,Asian,376,615,27,7.2,58,15.4,101,26.9,190,50.5,291,77.4
STATEN ISLAND,8,2018,Black,502,595,118,23.5,216,43,112,22.3,56,11.2,168,33.5
STATEN ISLAND,8,2018,Hispanic,974,599,166,17,381,39.1,258,26.5,169,17.4,427,43.8
STATEN ISLAND,8,2018,White,2019,608,150,7.4,564,27.9,631,31.3,674,33.4,1305,64.6
STATEN ISLAND,All Grades,2013,Asian,2116,318,277,13.1,734,34.7,703,33.2,402,19,1105,52.2
STATEN ISLAND,All Grades,2013,Black,3552,283,1811,51,1233,34.7,414,11.7,94,2.6,508,14.3
STATEN ISLAND,All Grades,2013,Hispanic,6560,290,2729,41.6,2642,40.3,964,14.7,225,3.4,1189,18.1
STATEN ISLAND,All Grades,2013,White,14054,309,2808,20,5712,40.6,4005,28.5,1529,10.9,5534,39.4
STATEN ISLAND,All Grades,2014,Asian,2068,319,261,12.6,669,32.4,687,33.2,451,21.8,1138,55
STATEN ISLAND,All Grades,2014,Black,3233,286,1477,45.7,1201,37.1,458,14.2,97,3,555,17.2
STATEN ISLAND,All Grades,2014,Hispanic,6629,291,2562,38.6,2707,40.8,1077,16.2,283,4.3,1360,20.5
STATEN ISLAND,All Grades,2014,White,13779,310,2503,18.2,5427,39.4,4108,29.8,1741,12.6,5849,42.4
STATEN ISLAND,All Grades,2015,Asian,2067,321,236,11.4,625,30.2,734,35.5,472,22.8,1206,58.3
STATEN ISLAND,All Grades,2015,Black,3204,288,1413,44.1,1213,37.9,462,14.4,116,3.6,578,18
STATEN ISLAND,All Grades,2015,Hispanic,6710,293,2496,37.2,2679,39.9,1197,17.8,338,5,1535,22.9
STATEN ISLAND,All Grades,2015,White,13409,312,2389,17.8,4792,35.7,4158,31,2070,15.4,6228,46.4
STATEN ISLAND,All Grades,2016,Asian,2083,325,179,8.6,548,26.3,793,38.1,563,27,1356,65.1
STATEN ISLAND,All Grades,2016,Black,3218,294,1228,38.2,1218,37.8,584,18.1,188,5.8,772,24
STATEN ISLAND,All Grades,2016,Hispanic,6958,299,2150,30.9,2704,38.9,1617,23.2,487,7,2104,30.2
STATEN ISLAND,All Grades,2016,White,12962,317,1776,13.7,4225,32.6,4498,34.7,2463,19,6961,53.7
STATEN ISLAND,All Grades,2017,Asian,2244,326,224,10,557,24.8,763,34,700,31.2,1463,65.2
STATEN ISLAND,All Grades,2017,Black,3247,295,1191,36.7,1157,35.6,660,20.3,239,7.4,899,27.7
STATEN ISLAND,All Grades,2017,Hispanic,7185,301,2042,28.4,2727,38,1726,24,690,9.6,2416,33.6
STATEN ISLAND,All Grades,2017,White,12579,319,1561,12.4,3919,31.2,4348,34.6,2751,21.9,7099,56.4
STATEN ISLAND,All Grades,2018,Asian,2476,612,210,8.5,518,20.9,873,35.3,875,35.3,1748,70.6
STATEN ISLAND,All Grades,2018,Black,3187,594,1065,33.4,1120,35.1,711,22.3,291,9.1,1002,31.4
STATEN ISLAND,All Grades,2018,Hispanic,7373,598,1865,25.3,2527,34.3,2021,27.4,960,13,2981,40.4
STATEN ISLAND,All Grades,2018,White,12142,609,1272,10.5,3117,25.7,4273,35.2,3480,28.7,7753,63.9
BRONX,3,2013,Female,7553,292,3378,44.7,2681,35.5,1385,18.3,109,1.4,1494,19.8
BRONX,3,2013,Male,8082,282,4601,56.9,2424,30,1008,12.5,49,0.6,1057,13.1
BRONX,3,2014,Female,7498,290,3433,45.8,2528,33.7,1417,18.9,120,1.6,1537,20.5
BRONX,3,2014,Male,8149,280,4588,56.3,2421,29.7,1087,13.3,53,0.7,1140,14
BRONX,3,2015,Female,7581,292,3268,43.1,2682,35.4,1451,19.1,180,2.4,1631,21.5
BRONX,3,2015,Male,7767,282,4272,55,2379,30.6,1018,13.1,98,1.3,1116,14.4
BRONX,3,2016,Female,7625,303,2420,31.7,2838,37.2,2072,27.2,295,3.9,2367,31
BRONX,3,2016,Male,7666,293,3305,43.1,2599,33.9,1586,20.7,176,2.3,1762,23
BRONX,3,2017,Female,7263,301,2497,34.4,2360,32.5,2108,29,298,4.1,2406,33.1
BRONX,3,2017,Male,7690,291,3531,45.9,2353,30.6,1656,21.5,150,2,1806,23.5
BRONX,3,2018,Female,7290,596,1638,22.5,2604,35.7,2701,37.1,347,4.8,3048,41.8
BRONX,3,2018,Male,7497,591,2320,30.9,2815,37.5,2173,29,189,2.5,2362,31.5
BRONX,4,2013,Female,7418,291,2968,40,3064,41.3,1085,14.6,301,4.1,1386,18.7
BRONX,4,2013,Male,7836,280,4044,51.6,2882,36.8,736,9.4,174,2.2,910,11.6
BRONX,4,2014,Female,7271,292,2901,39.9,2813,38.7,1204,16.6,353,4.9,1557,21.4
BRONX,4,2014,Male,7515,283,3726,49.6,2684,35.7,881,11.7,224,3,1105,14.7
BRONX,4,2015,Female,7496,291,2865,38.2,3001,40,1208,16.1,422,5.6,1630,21.7
BRONX,4,2015,Male,7932,283,3824,48.2,2959,37.3,915,11.5,234,3,1149,14.5
BRONX,4,2016,Female,7514,302,2071,27.6,3016,40.1,1739,23.1,688,9.2,2427,32.3
BRONX,4,2016,Male,7651,292,2978,38.9,2938,38.4,1312,17.1,423,5.5,1735,22.7
BRONX,4,2017,Male,7499,291,2909,38.8,2861,38.2,1307,17.4,422,5.6,1729,23.1
BRONX,4,2017,Female,7574,302,2046,27,3013,39.8,1708,22.6,807,10.7,2515,33.2
BRONX,4,2018,Female,7210,596,1744,24.2,2673,37.1,1876,26,917,12.7,2793,38.7
BRONX,4,2018,Male,7562,591,2537,33.5,2811,37.2,1585,21,629,8.3,2214,29.3
BRONX,5,2013,Female,7240,292,3076,42.5,2799,38.7,1093,15.1,272,3.8,1365,18.9
BRONX,5,2013,Male,7653,283,4114,53.8,2507,32.8,842,11,190,2.5,1032,13.5
BRONX,5,2014,Female,7148,291,3144,44,2697,37.7,1008,14.1,299,4.2,1307,18.3
BRONX,5,2014,Male,7395,281,4102,55.5,2365,32,739,10,189,2.6,928,12.5
BRONX,5,2015,Female,7053,292,2857,40.5,2808,39.8,1012,14.3,376,5.3,1388,19.7
BRONX,5,2015,Male,7235,281,3968,54.8,2350,32.5,735,10.2,182,2.5,917,12.7
BRONX,5,2016,Female,7257,294,2932,40.4,2460,33.9,1430,19.7,435,6,1865,25.7
BRONX,5,2016,Male,7776,281,4289,55.2,2288,29.4,953,12.3,246,3.2,1199,15.4
BRONX,5,2017,Female,7343,296,2817,38.4,2477,33.7,1417,19.3,632,8.6,2049,27.9
BRONX,5,2017,Male,7489,283,3982,53.2,2220,29.6,968,12.9,319,4.3,1287,17.2
BRONX,5,2018,Female,7458,597,2824,37.9,2463,33,1460,19.6,711,9.5,2171,29.1
BRONX,5,2018,Male,7476,590,3952,52.9,2086,27.9,1044,14,394,5.3,1438,19.2
BRONX,6,2013,Female,7295,287,3107,42.6,3191,43.7,692,9.5,305,4.2,997,13.7
BRONX,6,2013,Male,7782,277,4196,53.9,2849,36.6,520,6.7,217,2.8,737,9.5
BRONX,6,2014,Female,6933,289,2504,36.1,3353,48.4,664,9.6,412,5.9,1076,15.5
BRONX,6,2014,Male,7278,279,3545,48.7,2955,40.6,532,7.3,246,3.4,778,10.7
BRONX,6,2015,Female,6767,292,2417,35.7,2999,44.3,860,12.7,491,7.3,1351,20
BRONX,6,2015,Male,7077,281,3509,49.6,2678,37.8,599,8.5,291,4.1,890,12.6
BRONX,6,2016,Female,6551,294,1998,30.5,2966,45.3,1096,16.7,491,7.5,1587,24.2
BRONX,6,2016,Male,6710,281,3174,47.3,2565,38.2,726,10.8,245,3.7,971,14.5
BRONX,6,2017,Female,6715,294,2244,33.4,2865,42.7,882,13.1,724,10.8,1606,23.9
BRONX,6,2017,Male,7245,281,3577,49.4,2632,36.3,670,9.2,366,5.1,1036,14.3
BRONX,6,2018,Female,6828,598,2058,30.1,1827,26.8,1498,21.9,1445,21.2,2943,43.1
BRONX,6,2018,Male,7100,589,3440,48.5,1771,24.9,1091,15.4,798,11.2,1889,26.6
BRONX,7,2013,Female,7349,289,3244,44.1,2917,39.7,1027,14,161,2.2,1188,16.2
BRONX,7,2013,Male,7876,278,4536,57.6,2527,32.1,716,9.1,97,1.2,813,10.3
BRONX,7,2014,Female,7134,287,3144,44.1,2833,39.7,1006,14.1,151,2.1,1157,16.2
BRONX,7,2014,Male,7399,277,4282,57.9,2318,31.3,733,9.9,66,0.9,799,10.8
BRONX,7,2015,Female,6949,289,3065,44.1,2643,38,1098,15.8,143,2.1,1241,17.9
BRONX,7,2015,Male,7238,277,4277,59.1,2156,29.8,732,10.1,73,1,805,11.1
BRONX,7,2016,Female,6679,300,1935,29,2797,41.9,1482,22.2,465,7,1947,29.2
BRONX,7,2016,Male,7066,286,3217,45.5,2741,38.8,895,12.7,213,3,1108,15.7
BRONX,7,2017,Female,6557,305,1376,21,2966,45.2,1715,26.2,500,7.6,2215,33.8
BRONX,7,2017,Male,6792,293,2389,35.2,2942,43.3,1209,17.8,252,3.7,1461,21.5
BRONX,7,2018,Female,6785,599,1878,27.7,2569,37.9,1797,26.5,541,8,2338,34.5
BRONX,7,2018,Male,7356,591,3295,44.8,2495,33.9,1271,17.3,295,4,1566,21.3
BRONX,8,2013,Female,7337,284,3393,46.2,2817,38.4,944,12.9,183,2.5,1127,15.4
BRONX,8,2013,Male,7928,275,4438,56,2620,33,738,9.3,132,1.7,870,11
BRONX,8,2014,Female,7245,289,2660,36.7,3166,43.7,1150,15.9,269,3.7,1419,19.6
BRONX,8,2014,Male,7638,280,3718,48.7,2957,38.7,813,10.6,150,2,963,12.6
BRONX,8,2015,Female,7036,292,2328,33.1,3052,43.4,1378,19.6,278,4,1656,23.5
BRONX,8,2015,Male,7319,281,3438,47,2813,38.4,919,12.6,149,2,1068,14.6
BRONX,8,2016,Female,6862,301,1596,23.3,2996,43.7,1752,25.5,518,7.5,2270,33.1
BRONX,8,2016,Male,7133,290,2699,37.8,2896,40.6,1257,17.6,281,3.9,1538,21.6
BRONX,8,2017,Female,6587,307,1177,17.9,2580,39.2,2037,30.9,793,12,2830,43
BRONX,8,2017,Male,7128,293,2311,32.4,2815,39.5,1608,22.6,394,5.5,2002,28.1
BRONX,8,2018,Female,6645,600,1048,15.8,2581,38.8,1922,28.9,1094,16.5,3016,45.4
BRONX,8,2018,Male,6991,591,2131,30.5,2802,40.1,1435,20.5,623,8.9,2058,29.4
BRONX,All Grades,2013,Female,44192,289,19166,43.4,17469,39.5,6226,14.1,1331,3,7557,17.1
BRONX,All Grades,2013,Male,47157,279,25929,55,15809,33.5,4560,9.7,859,1.8,5419,11.5
BRONX,All Grades,2014,Female,43229,290,17786,41.1,17390,40.2,6449,14.9,1604,3.7,8053,18.6
BRONX,All Grades,2014,Male,45374,280,23961,52.8,15700,34.6,4785,10.5,928,2,5713,12.6
BRONX,All Grades,2015,Female,42882,292,16800,39.2,17185,40.1,7007,16.3,1890,4.4,8897,20.7
BRONX,All Grades,2015,Male,44568,281,23288,52.3,15335,34.4,4918,11,1027,2.3,5945,13.3
BRONX,All Grades,2016,Female,42488,299,12952,30.5,17073,40.2,9571,22.5,2892,6.8,12463,29.3
BRONX,All Grades,2016,Male,44002,287,19662,44.7,16027,36.4,6729,15.3,1584,3.6,8313,18.9
BRONX,All Grades,2017,Female,42039,301,12157,28.9,16261,38.7,9867,23.5,3754,8.9,13621,32.4
BRONX,All Grades,2017,Male,43843,289,18699,42.6,15823,36.1,7418,16.9,1903,4.3,9321,21.3
BRONX,All Grades,2018,Female,42216,598,11190,26.5,14717,34.9,11254,26.7,5055,12,16309,38.6
BRONX,All Grades,2018,Male,43982,591,17675,40.2,14780,33.6,8599,19.6,2928,6.7,11527,26.2
BROOKLYN,3,2013,Female,10526,302,3577,34,3643,34.6,2861,27.2,445,4.2,3306,31.4
BROOKLYN,3,2013,Male,11043,293,4883,44.2,3550,32.1,2346,21.2,264,2.4,2610,23.6
BROOKLYN,3,2014,Female,10247,301,3422,33.4,3230,31.5,3066,29.9,529,5.2,3595,35.1
BROOKLYN,3,2014,Male,10670,293,4532,42.5,3308,31,2522,23.6,308,2.9,2830,26.5
BROOKLYN,3,2015,Female,10137,303,3219,31.8,3376,33.3,2856,28.2,686,6.8,3542,34.9
BROOKLYN,3,2015,Male,10450,294,4318,41.3,3365,32.2,2370,22.7,397,3.8,2767,26.5
BROOKLYN,3,2016,Male,10260,305,3292,32.1,3160,30.8,3255,31.7,553,5.4,3808,37.1
BROOKLYN,3,2016,Female,10308,314,2312,22.4,3206,31.1,3757,36.4,1033,10,4790,46.5
BROOKLYN,3,2017,Female,9752,313,2397,24.6,2696,27.6,3614,37.1,1045,10.7,4659,47.8
BROOKLYN,3,2017,Male,9977,304,3304,33.1,2934,29.4,3114,31.2,625,6.3,3739,37.5
BROOKLYN,3,2018,Female,9567,603,1364,14.3,2760,28.8,4411,46.1,1032,10.8,5443,56.9
BROOKLYN,3,2018,Male,10001,598,2047,20.5,3317,33.2,3975,39.7,662,6.6,4637,46.4
BROOKLYN,4,2013,Female,10230,302,2869,28,4141,40.5,2119,20.7,1101,10.8,3220,31.5
BROOKLYN,4,2013,Male,10732,292,4109,38.3,4087,38.1,1821,17,715,6.7,2536,23.6
BROOKLYN,4,2014,Female,10138,303,2802,27.6,3776,37.2,2257,22.3,1303,12.9,3560,35.1
BROOKLYN,4,2014,Male,10394,295,3759,36.2,3672,35.3,2074,20,889,8.6,2963,28.5
BROOKLYN,4,2015,Female,9982,304,2712,27.2,3655,36.6,2245,22.5,1370,13.7,3615,36.2
BROOKLYN,4,2015,Male,10218,295,3610,35.3,3737,36.6,1885,18.4,986,9.6,2871,28.1
BROOKLYN,4,2016,Female,10022,313,1938,19.3,3374,33.7,2664,26.6,2046,20.4,4710,47
BROOKLYN,4,2016,Male,10151,305,2660,26.2,3543,34.9,2432,24,1516,14.9,3948,38.9
BROOKLYN,4,2017,Male,10109,304,2817,27.9,3474,34.4,2307,22.8,1511,14.9,3818,37.8
BROOKLYN,4,2017,Female,10202,314,1933,18.9,3266,32,2721,26.7,2282,22.4,5003,49
BROOKLYN,4,2018,Female,9608,604,1476,15.4,2767,28.8,2792,29.1,2573,26.8,5365,55.8
BROOKLYN,4,2018,Male,9774,600,2024,20.7,3150,32.2,2623,26.8,1977,20.2,4600,47.1
BROOKLYN,5,2013,Female,10134,303,3210,31.7,3690,36.4,2248,22.2,986,9.7,3234,31.9
BROOKLYN,5,2013,Male,10385,295,4197,40.4,3590,34.6,1899,18.3,699,6.7,2598,25
BROOKLYN,5,2014,Female,9519,304,2854,30,3429,36,2090,22,1146,12,3236,34
BROOKLYN,5,2014,Male,9859,295,3846,39,3405,34.5,1758,17.8,850,8.6,2608,26.5
BROOKLYN,5,2015,Female,9334,304,2706,29,3464,37.1,2041,21.9,1123,12,3164,33.9
BROOKLYN,5,2015,Male,9609,293,3900,40.6,3309,34.4,1656,17.2,744,7.7,2400,25
BROOKLYN,5,2016,Female,9487,306,2750,29,2883,30.4,2521,26.6,1333,14.1,3854,40.6
BROOKLYN,5,2016,Male,9699,294,4016,41.4,2893,29.8,1936,20,854,8.8,2790,28.8
BROOKLYN,5,2017,Female,9623,309,2560,26.6,3006,31.2,2325,24.2,1732,18,4057,42.2
BROOKLYN,5,2017,Male,9743,299,3611,37.1,3003,30.8,2024,20.8,1105,11.3,3129,32.1
BROOKLYN,5,2018,Male,9805,598,3716,37.9,2796,28.5,2004,20.4,1289,13.1,3293,33.6
BROOKLYN,5,2018,Female,9829,604,2678,27.2,2949,30,2320,23.6,1882,19.1,4202,42.8
BROOKLYN,6,2013,Female,9849,299,2910,29.5,4213,42.8,1414,14.4,1312,13.3,2726,27.7
BROOKLYN,6,2013,Male,10497,289,4273,40.7,4123,39.3,1236,11.8,865,8.2,2101,20
BROOKLYN,6,2014,Male,9713,293,3309,34.1,4198,43.2,1159,11.9,1047,10.8,2206,22.7
BROOKLYN,6,2014,Female,9753,301,2449,25.1,4456,45.7,1443,14.8,1405,14.4,2848,29.2
BROOKLYN,6,2015,Female,9151,306,2155,23.5,3615,39.5,1649,18,1732,18.9,3381,36.9
BROOKLYN,6,2015,Male,9491,295,3412,35.9,3524,37.1,1308,13.8,1247,13.1,2555,26.9
BROOKLYN,6,2016,Female,9127,308,1816,19.9,3428,37.6,2083,22.8,1800,19.7,3883,42.5
BROOKLYN,6,2016,Male,9221,297,2887,31.3,3410,37,1696,18.4,1228,13.3,2924,31.7
BROOKLYN,6,2017,Female,9239,306,2266,24.5,3458,37.4,1556,16.8,1959,21.2,3515,38
BROOKLYN,6,2017,Male,9571,295,3368,35.2,3580,37.4,1271,13.3,1352,14.1,2623,27.4
BROOKLYN,6,2018,Female,9265,604,1967,21.2,2074,22.4,1995,21.5,3229,34.9,5224,56.4
BROOKLYN,6,2018,Male,9430,598,3138,33.3,2197,23.3,1808,19.2,2287,24.3,4095,43.4
BROOKLYN,7,2013,Female,10207,301,3179,31.1,3921,38.4,2299,22.5,808,7.9,3107,30.4
BROOKLYN,7,2013,Male,10618,290,4649,43.8,3716,35,1698,16,555,5.2,2253,21.2
BROOKLYN,7,2014,Female,9655,301,2863,29.7,3556,36.8,2450,25.4,786,8.1,3236,33.5
BROOKLYN,7,2014,Male,10072,290,4289,42.6,3450,34.3,1841,18.3,492,4.9,2333,23.2
BROOKLYN,7,2015,Female,9593,301,2983,31.1,3414,35.6,2456,25.6,740,7.7,3196,33.3
BROOKLYN,7,2015,Male,9627,290,4188,43.5,3095,32.1,1895,19.7,449,4.7,2344,24.3
BROOKLYN,7,2016,Female,9106,312,1679,18.4,3475,38.2,2444,26.8,1508,16.6,3952,43.4
BROOKLYN,7,2016,Male,9405,299,2974,31.6,3570,38,1987,21.1,874,9.3,2861,30.4
BROOKLYN,7,2017,Female,9158,316,1313,14.3,3268,35.7,2873,31.4,1704,18.6,4577,50
BROOKLYN,7,2017,Male,9294,306,2198,23.6,3526,37.9,2415,26,1155,12.4,3570,38.4
BROOKLYN,7,2018,Female,9172,606,1697,18.5,2833,30.9,2919,31.8,1723,18.8,4642,50.6
BROOKLYN,7,2018,Male,9606,599,3029,31.5,2996,31.2,2353,24.5,1228,12.8,3581,37.3
BROOKLYN,8,2013,Female,10151,296,3311,32.6,3943,38.8,2097,20.7,800,7.9,2897,28.5
BROOKLYN,8,2013,Male,10687,287,4589,42.9,3781,35.4,1750,16.4,567,5.3,2317,21.7
BROOKLYN,8,2014,Female,10161,301,2611,25.7,4062,40,2410,23.7,1078,10.6,3488,34.3
BROOKLYN,8,2014,Male,10459,291,3882,37.1,4021,38.4,1882,18,674,6.4,2556,24.4
BROOKLYN,8,2015,Female,9389,305,1962,20.9,3672,39.1,2570,27.4,1185,12.6,3755,40
BROOKLYN,8,2015,Male,9883,294,3309,33.5,3750,37.9,2154,21.8,670,6.8,2824,28.6
BROOKLYN,8,2016,Female,9265,312,1481,16,3437,37.1,2711,29.3,1636,17.7,4347,46.9
BROOKLYN,8,2016,Male,9418,301,2427,25.8,3665,38.9,2343,24.9,983,10.4,3326,35.3
BROOKLYN,8,2017,Female,8860,318,1051,11.9,2780,31.4,2981,33.6,2048,23.1,5029,56.8
BROOKLYN,8,2017,Male,9320,305,2157,23.1,3275,35.1,2701,29,1187,12.7,3888,41.7
BROOKLYN,8,2018,Female,8870,606,953,10.7,2755,31.1,2561,28.9,2601,29.3,5162,58.2
BROOKLYN,8,2018,Male,9034,599,1837,20.3,3094,34.2,2297,25.4,1806,20,4103,45.4
BROOKLYN,All Grades,2013,Female,61097,301,19056,31.2,23551,38.5,13038,21.3,5452,8.9,18490,30.3
BROOKLYN,All Grades,2013,Male,63962,291,26700,41.7,22847,35.7,10750,16.8,3665,5.7,14415,22.5
BROOKLYN,All Grades,2014,Female,59473,302,17001,28.6,22509,37.8,13716,23.1,6247,10.5,19963,33.6
BROOKLYN,All Grades,2014,Male,61167,293,23617,38.6,22054,36.1,11236,18.4,4260,7,15496,25.3
BROOKLYN,All Grades,2015,Female,57586,304,15737,27.3,21196,36.8,13817,24,6836,11.9,20653,35.9
BROOKLYN,All Grades,2015,Male,59278,294,22737,38.4,20780,35.1,11268,19,4493,7.6,15761,26.6
BROOKLYN,All Grades,2016,Female,57315,311,11976,20.9,19803,34.6,16180,28.2,9356,16.3,25536,44.6
BROOKLYN,All Grades,2016,Male,58154,300,18256,31.4,20241,34.8,13649,23.5,6008,10.3,19657,33.8
BROOKLYN,All Grades,2017,Female,56834,313,11520,20.3,18474,32.5,16070,28.3,10770,18.9,26840,47.2
BROOKLYN,All Grades,2017,Male,58014,302,17455,30.1,19792,34.1,13832,23.8,6935,12,20767,35.8
BROOKLYN,All Grades,2018,Female,56311,605,10135,18,16138,28.7,16998,30.2,13040,23.2,30038,53.3
BROOKLYN,All Grades,2018,Male,57650,599,15791,27.4,17550,30.4,15060,26.1,9249,16,24309,42.2
