Borough,Grade,Year,Category,Number Tested,Mean Scale Score,Level 1 #,Level 1 %,Level 2 #,Level 2 %,Level 3 #,Level 3 %,Level 4 #,Level 4 %,Level 3+4 #,Level 3+4 %
BRONX,3,2013,All Students,15635,287,7979,51,5105,32.7,2393,15.3,158,1,2551,16.3
BRONX,3,2014,All Students,15647,285,8021,51.3,4949,31.6,2504,16,173,1.1,2677,17.1
BRONX,3,2015,All Students,15348,287,7540,49.1,5061,33,2469,16.1,278,1.8,2747,17.9
BRONX,3,2016,All Students,15291,298,5725,37.4,5437,35.6,3658,23.9,471,3.1,4129,27
BRONX,3,2017,All Students,14953,296,6028,40.3,4713,31.5,3764,25.2,448,3,4212,28.2
BRONX,3,2018,All Students,14787,593,3958,26.8,5419,36.6,4874,33,536,3.6,5410,36.6
BRONX,4,2013,All Students,15254,285,7012,46,5946,39,1821,11.9,475,3.1,2296,15.1
BRONX,4,2014,All Students,14786,287,6627,44.8,5497,37.2,2085,14.1,577,3.9,2662,18
BRONX,4,2015,All Students,15428,287,6689,43.4,5960,38.6,2123,13.8,656,4.3,2779,18
BRONX,4,2016,All Students,15165,297,5049,33.3,5954,39.3,3051,20.1,1111,7.3,4162,27.4
BRONX,4,2017,All Students,15073,296,4955,32.9,5874,39,3015,20,1229,8.2,4244,28.2
BRONX,4,2018,All Students,14772,593,4281,29,5484,37.1,3461,23.4,1546,10.5,5007,33.9
BRONX,5,2013,All Students,14893,288,7190,48.3,5306,35.6,1935,13,462,3.1,2397,16.1
BRONX,5,2014,All Students,14543,286,7246,49.8,5062,34.8,1747,12,488,3.4,2235,15.4
BRONX,5,2015,All Students,14288,287,6825,47.8,5158,36.1,1747,12.2,558,3.9,2305,16.1
BRONX,5,2016,All Students,15033,287,7221,48,4748,31.6,2383,15.9,681,4.5,3064,20.4
BRONX,5,2017,All Students,14832,289,6799,45.8,4697,31.7,2385,16.1,951,6.4,3336,22.5
BRONX,5,2018,All Students,14934,594,6776,45.4,4549,30.5,2504,16.8,1105,7.4,3609,24.2
BRONX,6,2013,All Students,15077,282,7303,48.4,6040,40.1,1212,8,522,3.5,1734,11.5
BRONX,6,2014,All Students,14211,284,6049,42.6,6308,44.4,1196,8.4,658,4.6,1854,13
BRONX,6,2015,All Students,13844,287,5926,42.8,5677,41,1459,10.5,782,5.6,2241,16.2
BRONX,6,2016,All Students,13261,288,5172,39,5531,41.7,1822,13.7,736,5.6,2558,19.3
BRONX,6,2017,All Students,13960,287,5821,41.7,5497,39.4,1552,11.1,1090,7.8,2642,18.9
BRONX,6,2018,All Students,13928,593,5498,39.5,3598,25.8,2589,18.6,2243,16.1,4832,34.7
BRONX,7,2013,All Students,15225,283,7780,51.1,5444,35.8,1743,11.4,258,1.7,2001,13.1
BRONX,7,2014,All Students,14533,282,7426,51.1,5151,35.4,1739,12,217,1.5,1956,13.5
BRONX,7,2015,All Students,14187,283,7342,51.8,4799,33.8,1830,12.9,216,1.5,2046,14.4
BRONX,7,2016,All Students,13745,293,5152,37.5,5538,40.3,2377,17.3,678,4.9,3055,22.2
BRONX,7,2017,All Students,13349,298,3765,28.2,5908,44.3,2924,21.9,752,5.6,3676,27.5
BRONX,7,2018,All Students,14141,595,5173,36.6,5064,35.8,3068,21.7,836,5.9,3904,27.6
BRONX,8,2013,All Students,15265,279,7831,51.3,5437,35.6,1682,11,315,2.1,1997,13.1
BRONX,8,2014,All Students,14883,284,6378,42.9,6123,41.1,1963,13.2,419,2.8,2382,16
BRONX,8,2015,All Students,14355,286,5766,40.2,5865,40.9,2297,16,427,3,2724,19
BRONX,8,2016,All Students,13995,295,4295,30.7,5892,42.1,3009,21.5,799,5.7,3808,27.2
BRONX,8,2017,All Students,13715,300,3488,25.4,5395,39.3,3645,26.6,1187,8.7,4832,35.2
BRONX,8,2018,All Students,13636,595,3179,23.3,5383,39.5,3357,24.6,1717,12.6,5074,37.2
BRONX,All Grades,2013,All Students,91349,284,45095,49.4,33278,36.4,10786,11.8,2190,2.4,12976,14.2
BRONX,All Grades,2014,All Students,88603,285,41747,47.1,33090,37.3,11234,12.7,2532,2.9,13766,15.5
BRONX,All Grades,2015,All Students,87450,286,40088,45.8,32520,37.2,11925,13.6,2917,3.3,14842,17
BRONX,All Grades,2016,All Students,86490,293,32614,37.7,33100,38.3,16300,18.8,4476,5.2,20776,24
BRONX,All Grades,2017,All Students,85882,294,30856,35.9,32084,37.4,17285,20.1,5657,6.6,22942,26.7
BRONX,All Grades,2018,All Students,86198,594,28865,33.5,29497,34.2,19853,23,7983,9.3,27836,32.3
BROOKLYN,3,2013,All Students,21569,297,8460,39.2,7193,33.3,5207,24.1,709,3.3,5916,27.4
BROOKLYN,3,2014,All Students,20917,297,7954,38,6538,31.3,5588,26.7,837,4,6425,30.7
BROOKLYN,3,2015,All Students,20587,299,7537,36.6,6741,32.7,5226,25.4,1083,5.3,6309,30.6
BROOKLYN,3,2016,All Students,20568,309,5604,27.2,6366,31,7012,34.1,1586,7.7,8598,41.8
BROOKLYN,3,2017,All Students,19729,308,5701,28.9,5630,28.5,6728,34.1,1670,8.5,8398,42.6
BROOKLYN,3,2018,All Students,19568,601,3411,17.4,6077,31.1,8386,42.9,1694,8.7,10080,51.5
BROOKLYN,4,2013,All Students,20962,297,6978,33.3,8228,39.3,3940,18.8,1816,8.7,5756,27.5
BROOKLYN,4,2014,All Students,20532,299,6561,32,7448,36.3,4331,21.1,2192,10.7,6523,31.8
BROOKLYN,4,2015,All Students,20200,299,6322,31.3,7392,36.6,4130,20.4,2356,11.7,6486,32.1
BROOKLYN,4,2016,All Students,20173,309,4598,22.8,6917,34.3,5096,25.3,3562,17.7,8658,42.9
BROOKLYN,4,2017,All Students,20311,309,4750,23.4,6740,33.2,5028,24.8,3793,18.7,8821,43.4
BROOKLYN,4,2018,All Students,19382,602,3500,18.1,5917,30.5,5415,27.9,4550,23.5,9965,51.4
BROOKLYN,5,2013,All Students,20519,299,7407,36.1,7280,35.5,4147,20.2,1685,8.2,5832,28.4
BROOKLYN,5,2014,All Students,19378,299,6700,34.6,6834,35.3,3848,19.9,1996,10.3,5844,30.2
BROOKLYN,5,2015,All Students,18943,298,6606,34.9,6773,35.8,3697,19.5,1867,9.9,5564,29.4
BROOKLYN,5,2016,All Students,19186,300,6766,35.3,5776,30.1,4457,23.2,2187,11.4,6644,34.6
BROOKLYN,5,2017,All Students,19366,304,6171,31.9,6009,31,4349,22.5,2837,14.6,7186,37.1
BROOKLYN,5,2018,All Students,19634,601,6394,32.6,5745,29.3,4324,22,3171,16.2,7495,38.2
BROOKLYN,6,2013,All Students,20346,294,7183,35.3,8336,41,2650,13,2177,10.7,4827,23.7
BROOKLYN,6,2014,All Students,19466,297,5758,29.6,8654,44.5,2602,13.4,2452,12.6,5054,26
BROOKLYN,6,2015,All Students,18642,300,5567,29.9,7139,38.3,2957,15.9,2979,16,5936,31.8
BROOKLYN,6,2016,All Students,18348,303,4703,25.6,6838,37.3,3779,20.6,3028,16.5,6807,37.1
BROOKLYN,6,2017,All Students,18810,300,5634,30,7038,37.4,2827,15,3311,17.6,6138,32.6
BROOKLYN,6,2018,All Students,18695,601,5105,27.3,4271,22.8,3803,20.3,5516,29.5,9319,49.8
BROOKLYN,7,2013,All Students,20825,295,7828,37.6,7637,36.7,3997,19.2,1363,6.5,5360,25.7
BROOKLYN,7,2014,All Students,19727,296,7152,36.3,7006,35.5,4291,21.8,1278,6.5,5569,28.2
BROOKLYN,7,2015,All Students,19220,295,7171,37.3,6509,33.9,4351,22.6,1189,6.2,5540,28.8
BROOKLYN,7,2016,All Students,18511,305,4653,25.1,7045,38.1,4431,23.9,2382,12.9,6813,36.8
BROOKLYN,7,2017,All Students,18452,311,3511,19,6794,36.8,5288,28.7,2859,15.5,8147,44.2
BROOKLYN,7,2018,All Students,18778,602,4726,25.2,5829,31,5272,28.1,2951,15.7,8223,43.8
BROOKLYN,8,2013,All Students,20838,291,7900,37.9,7724,37.1,3847,18.5,1367,6.6,5214,25
BROOKLYN,8,2014,All Students,20620,296,6493,31.5,8083,39.2,4292,20.8,1752,8.5,6044,29.3
BROOKLYN,8,2015,All Students,19272,300,5271,27.4,7422,38.5,4724,24.5,1855,9.6,6579,34.1
BROOKLYN,8,2016,All Students,18683,306,3908,20.9,7102,38,5054,27.1,2619,14,7673,41.1
BROOKLYN,8,2017,All Students,18180,311,3208,17.6,6055,33.3,5682,31.3,3235,17.8,8917,49
BROOKLYN,8,2018,All Students,17904,602,2790,15.6,5849,32.7,4858,27.1,4407,24.6,9265,51.7
BROOKLYN,All Grades,2013,All Students,125059,296,45756,36.6,46398,37.1,23788,19,9117,7.3,32905,26.3
BROOKLYN,All Grades,2014,All Students,120640,297,40618,33.7,44563,36.9,24952,20.7,10507,8.7,35459,29.4
BROOKLYN,All Grades,2015,All Students,116864,299,38474,32.9,41976,35.9,25085,21.5,11329,9.7,36414,31.2
BROOKLYN,All Grades,2016,All Students,115469,306,30232,26.2,40044,34.7,29829,25.8,15364,13.3,45193,39.1
BROOKLYN,All Grades,2017,All Students,114848,307,28975,25.2,38266,33.3,29902,26,17705,15.4,47607,41.5
BROOKLYN,All Grades,2018,All Students,113961,602,25926,22.7,33688,29.6,32058,28.1,22289,19.6,54347,47.7
MANHATTAN,3,2013,All Students,9148,301,3319,36.3,2702,29.5,2571,28.1,556,6.1,3127,34.2
MANHATTAN,3,2014,All Students,9102,301,3223,35.4,2553,28,2760,30.3,566,6.2,3326,36.5
MANHATTAN,3,2015,All Students,8604,303,2826,32.8,2576,29.9,2520,29.3,682,7.9,3202,37.2
MANHATTAN,3,2016,All Students,8502,315,1992,23.4,2255,26.5,3185,37.5,1070,12.6,4255,50
MANHATTAN,3,2017,All Students,8047,315,1873,23.3,2006,24.9,3072,38.2,1096,13.6,4168,51.8
MANHATTAN,3,2018,All Students,7924,604,1202,15.2,2080,26.2,3475,43.9,1167,14.7,4642,58.6
MANHATTAN,4,2013,All Students,8806,301,2670,30.3,3182,36.1,1791,20.3,1163,13.2,2954,33.5
MANHATTAN,4,2014,All Students,8947,303,2704,30.2,2836,31.7,1954,21.8,1453,16.2,3407,38.1
MANHATTAN,4,2015,All Students,8785,306,2398,27.3,2892,32.9,1854,21.1,1641,18.7,3495,39.8
MANHATTAN,4,2016,All Students,8453,312,1796,21.2,2648,31.3,2101,24.9,1908,22.6,4009,47.4
MANHATTAN,4,2017,All Students,8144,316,1545,19,2351,28.9,2040,25,2208,27.1,4248,52.2
MANHATTAN,4,2018,All Students,7931,606,1227,15.5,2124,26.8,2096,26.4,2484,31.3,4580,57.7
MANHATTAN,5,2013,All Students,8205,302,2723,33.2,2676,32.6,1761,21.5,1045,12.7,2806,34.2
MANHATTAN,5,2014,All Students,8192,303,2711,33.1,2559,31.2,1619,19.8,1303,15.9,2922,35.7
MANHATTAN,5,2015,All Students,8189,304,2528,30.9,2554,31.2,1773,21.7,1334,16.3,3107,37.9
MANHATTAN,5,2016,All Students,8181,304,2675,32.7,2096,25.6,2000,24.4,1410,17.2,3410,41.7
MANHATTAN,5,2017,All Students,7710,312,1980,25.7,2167,28.1,1805,23.4,1758,22.8,3563,46.2
MANHATTAN,5,2018,All Students,7833,606,1968,25.1,1961,25,1793,22.9,2111,27,3904,49.8
MANHATTAN,6,2013,All Students,8165,298,2600,31.8,3140,38.5,1126,13.8,1299,15.9,2425,29.7
MANHATTAN,6,2014,All Students,7992,300,2199,27.5,3256,40.7,1153,14.4,1384,17.3,2537,31.7
MANHATTAN,6,2015,All Students,7991,303,2240,28,2839,35.5,1253,15.7,1659,20.8,2912,36.4
MANHATTAN,6,2016,All Students,7931,306,1826,23,2817,35.5,1689,21.3,1599,20.2,3288,41.5
MANHATTAN,6,2017,All Students,7605,307,1809,23.8,2703,35.5,1271,16.7,1822,24,3093,40.7
MANHATTAN,6,2018,All Students,7641,604,1755,23,1556,20.4,1544,20.2,2786,36.5,4330,56.7
MANHATTAN,7,2013,All Students,8490,299,2974,35,2896,34.1,1779,21,841,9.9,2620,30.9
MANHATTAN,7,2014,All Students,8196,299,2677,32.7,2802,34.2,2005,24.5,712,8.7,2717,33.2
MANHATTAN,7,2015,All Students,7958,299,2639,33.2,2506,31.5,2101,26.4,712,8.9,2813,35.3
MANHATTAN,7,2016,All Students,7837,309,1805,23,2602,33.2,2089,26.7,1341,17.1,3430,43.8
MANHATTAN,7,2017,All Students,7636,317,1239,16.2,2371,31.1,2257,29.6,1769,23.2,4026,52.7
MANHATTAN,7,2018,All Students,7664,605,1632,21.3,2104,27.5,2276,29.7,1652,21.6,3928,51.3
MANHATTAN,8,2013,All Students,8342,296,2922,35,2798,33.5,1729,20.7,893,10.7,2622,31.4
MANHATTAN,8,2014,All Students,8660,299,2570,29.7,3241,37.4,1877,21.7,972,11.2,2849,32.9
MANHATTAN,8,2015,All Students,8098,301,2112,26.1,2856,35.3,2154,26.6,976,12.1,3130,38.7
MANHATTAN,8,2016,All Students,7810,308,1639,21,2611,33.4,2206,28.2,1354,17.3,3560,45.6
MANHATTAN,8,2017,All Students,7407,314,1266,17.1,2208,29.8,2334,31.5,1599,21.6,3933,53.1
MANHATTAN,8,2018,All Students,7570,605,1052,13.9,2187,28.9,2020,26.7,2311,30.5,4331,57.2
MANHATTAN,All Grades,2013,All Students,51156,300,17208,33.6,17394,34,10757,21,5797,11.3,16554,32.4
MANHATTAN,All Grades,2014,All Students,51089,301,16084,31.5,17247,33.8,11368,22.3,6390,12.5,17758,34.8
MANHATTAN,All Grades,2015,All Students,49625,303,14743,29.7,16223,32.7,11655,23.5,7004,14.1,18659,37.6
MANHATTAN,All Grades,2016,All Students,48714,309,11733,24.1,15029,30.9,13270,27.2,8682,17.8,21952,45.1
MANHATTAN,All Grades,2017,All Students,46549,314,9712,20.9,13806,29.7,12779,27.5,10252,22,23031,49.5
MANHATTAN,All Grades,2018,All Students,46563,605,8836,19,12012,25.8,13204,28.4,12511,26.9,25715,55.2
QUEENS,3,2013,All Students,20866,304,6559,31.4,7224,34.6,6111,29.3,972,4.7,7083,33.9
QUEENS,3,2014,All Students,20620,301,6740,32.7,6619,32.1,6310,30.6,951,4.6,7261,35.2
QUEENS,3,2015,All Students,20727,304,6477,31.2,6909,33.3,5966,28.8,1375,6.6,7341,35.4
QUEENS,3,2016,All Students,21588,314,4704,21.8,7087,32.8,7912,36.6,1885,8.7,9797,45.4
QUEENS,3,2017,All Students,20619,314,4735,23,5921,28.7,7790,37.8,2173,10.5,9963,48.3
QUEENS,3,2018,All Students,20084,603,2760,13.7,6023,30,9160,45.6,2141,10.7,11301,56.3
QUEENS,4,2013,All Students,20373,303,5532,27.2,8286,40.7,4300,21.1,2255,11.1,6555,32.2
QUEENS,4,2014,All Students,20250,304,5277,26.1,7545,37.3,4922,24.3,2506,12.4,7428,36.7
QUEENS,4,2015,All Students,20312,304,5238,25.8,7708,37.9,4661,22.9,2705,13.3,7366,36.3
QUEENS,4,2016,All Students,20570,313,3668,17.8,7125,34.6,5725,27.8,4052,19.7,9777,47.5
QUEENS,4,2017,All Students,21340,312,4200,19.7,7260,34,5698,26.7,4182,19.6,9880,46.3
QUEENS,4,2018,All Students,20442,604,3034,14.8,6233,30.5,6145,30.1,5030,24.6,11175,54.7
QUEENS,5,2013,All Students,19959,305,5733,28.7,7260,36.4,4747,23.8,2219,11.1,6966,34.9
QUEENS,5,2014,All Students,20110,302,6154,30.6,7362,36.6,4329,21.5,2265,11.3,6594,32.8
QUEENS,5,2015,All Students,19851,305,5464,27.5,7223,36.4,4523,22.8,2641,13.3,7164,36.1
QUEENS,5,2016,All Students,20160,306,5875,29.1,6202,30.8,5307,26.3,2776,13.8,8083,40.1
QUEENS,5,2017,All Students,20295,308,5667,27.9,6390,31.5,4826,23.8,3412,16.8,8238,40.6
QUEENS,5,2018,All Students,20972,603,5689,27.1,6271,29.9,5155,24.6,3857,18.4,9012,43
QUEENS,6,2013,All Students,20007,300,5588,27.9,8765,43.8,3042,15.2,2612,13.1,5654,28.3
QUEENS,6,2014,All Students,19563,301,4822,24.6,8895,45.5,2995,15.3,2851,14.6,5846,29.9
QUEENS,6,2015,All Students,19746,304,4866,24.6,8006,40.5,3454,17.5,3420,17.3,6874,34.8
QUEENS,6,2016,All Students,19731,306,4273,21.7,7485,37.9,4221,21.4,3752,19,7973,40.4
QUEENS,6,2017,All Students,20072,304,5110,25.5,7429,37,3449,17.2,4084,20.3,7533,37.5
QUEENS,6,2018,All Students,20189,603,4696,23.3,4577,22.7,4278,21.2,6638,32.9,10916,54.1
QUEENS,7,2013,All Students,20169,301,6009,29.8,7875,39,4701,23.3,1584,7.9,6285,31.2
QUEENS,7,2014,All Students,19925,300,5988,30.1,7545,37.9,4877,24.5,1515,7.6,6392,32.1
QUEENS,7,2015,All Students,19472,300,6028,31,6973,35.8,5145,26.4,1326,6.8,6471,33.2
QUEENS,7,2016,All Students,19724,309,4063,20.6,7503,38,5302,26.9,2856,14.5,8158,41.4
QUEENS,7,2017,All Students,19795,314,3064,15.5,7065,35.7,6324,31.9,3342,16.9,9666,48.8
QUEENS,7,2018,All Students,20071,604,4466,22.3,5878,29.3,6081,30.3,3646,18.2,9727,48.5
QUEENS,8,2013,All Students,19678,298,5937,30.2,7553,38.4,4359,22.2,1829,9.3,6188,31.4
QUEENS,8,2014,All Students,20279,302,5007,24.7,8052,39.7,4943,24.4,2277,11.2,7220,35.6
QUEENS,8,2015,All Students,19928,303,4535,22.8,7782,39.1,5390,27,2221,11.1,7611,38.2
QUEENS,8,2016,All Students,19286,311,3202,16.6,6940,36,5904,30.6,3240,16.8,9144,47.4
QUEENS,8,2017,All Students,19550,314,2989,15.3,6281,32.1,6322,32.3,3958,20.2,10280,52.6
QUEENS,8,2018,All Students,19608,605,2544,13,5937,30.3,5629,28.7,5498,28,11127,56.7
QUEENS,All Grades,2013,All Students,121052,302,35358,29.2,46963,38.8,27260,22.5,11471,9.5,38731,32
QUEENS,All Grades,2014,All Students,120747,302,33988,28.1,46018,38.1,28376,23.5,12365,10.2,40741,33.7
QUEENS,All Grades,2015,All Students,120036,303,32608,27.2,44601,37.2,29139,24.3,13688,11.4,42827,35.7
QUEENS,All Grades,2016,All Students,121059,310,25785,21.3,42342,35,34371,28.4,18561,15.3,52932,43.7
QUEENS,All Grades,2017,All Students,121671,311,25765,21.2,40346,33.2,34409,28.3,21151,17.4,55560,45.7
QUEENS,All Grades,2018,All Students,121366,604,23189,19.1,34919,28.8,36448,30,26810,22.1,63258,52.1
STATEN ISLAND,3,2013,All Students,4610,303,1453,31.5,1645,35.7,1339,29,173,3.8,1512,32.8
STATEN ISLAND,3,2014,All Students,4443,302,1429,32.2,1407,31.7,1387,31.2,220,5,1607,36.2
STATEN ISLAND,3,2015,All Students,4535,303,1458,32.1,1474,32.5,1306,28.8,297,6.5,1603,35.3
STATEN ISLAND,3,2016,All Students,4549,315,985,21.7,1357,29.8,1750,38.5,457,10,2207,48.5
STATEN ISLAND,3,2017,All Students,4555,315,982,21.6,1244,27.3,1834,40.3,495,10.9,2329,51.1
STATEN ISLAND,3,2018,All Students,4407,603,597,13.5,1259,28.6,2113,47.9,438,9.9,2551,57.9
STATEN ISLAND,4,2013,All Students,4709,301,1309,27.8,1892,40.2,1060,22.5,448,9.5,1508,32
STATEN ISLAND,4,2014,All Students,4470,304,1154,25.8,1725,38.6,1074,24,517,11.6,1591,35.6
STATEN ISLAND,4,2015,All Students,4378,304,1115,25.5,1640,37.5,1024,23.4,599,13.7,1623,37.1
STATEN ISLAND,4,2016,All Students,4494,312,828,18.4,1564,34.8,1316,29.3,786,17.5,2102,46.8
STATEN ISLAND,4,2017,All Students,4546,311,869,19.1,1548,34.1,1249,27.5,880,19.4,2129,46.8
STATEN ISLAND,4,2018,All Students,4520,605,633,14,1299,28.7,1417,31.3,1171,25.9,2588,57.3
STATEN ISLAND,5,2013,All Students,4608,303,1334,28.9,1729,37.5,1110,24.1,435,9.4,1545,33.5
STATEN ISLAND,5,2014,All Students,4644,303,1311,28.2,1785,38.4,1048,22.6,500,10.8,1548,33.3
STATEN ISLAND,5,2015,All Students,4422,304,1226,27.7,1680,38,995,22.5,521,11.8,1516,34.3
STATEN ISLAND,5,2016,All Students,4342,307,1190,27.4,1344,31,1166,26.9,642,14.8,1808,41.6
STATEN ISLAND,5,2017,All Students,4470,309,1120,25.1,1459,32.6,1178,26.4,713,16,1891,42.3
STATEN ISLAND,5,2018,All Students,4538,603,1212,26.7,1376,30.3,1163,25.6,787,17.3,1950,43
STATEN ISLAND,6,2013,All Students,4096,299,1184,28.9,1767,43.1,621,15.2,524,12.8,1145,28
STATEN ISLAND,6,2014,All Students,4167,304,859,20.6,1905,45.7,753,18.1,650,15.6,1403,33.7
STATEN ISLAND,6,2015,All Students,4225,306,937,22.2,1717,40.6,784,18.6,787,18.6,1571,37.2
STATEN ISLAND,6,2016,All Students,4065,304,930,22.9,1582,38.9,928,22.8,625,15.4,1553,38.2
STATEN ISLAND,6,2017,All Students,4071,306,922,22.6,1555,38.2,734,18,860,21.1,1594,39.2
STATEN ISLAND,6,2018,All Students,4204,605,784,18.6,972,23.1,932,22.2,1516,36.1,2448,58.2
STATEN ISLAND,7,2013,All Students,4274,301,1255,29.4,1702,39.8,1035,24.2,282,6.6,1317,30.8
STATEN ISLAND,7,2014,All Students,4030,300,1182,29.3,1541,38.2,1012,25.1,295,7.3,1307,32.4
STATEN ISLAND,7,2015,All Students,4150,303,1085,26.1,1468,35.4,1279,30.8,318,7.7,1597,38.5
STATEN ISLAND,7,2016,All Students,4129,310,814,19.7,1553,37.6,1192,28.9,570,13.8,1762,42.7
STATEN ISLAND,7,2017,All Students,4041,315,610,15.1,1376,34.1,1336,33.1,719,17.8,2055,50.9
STATEN ISLAND,7,2018,All Students,4082,605,814,19.9,1259,30.8,1303,31.9,706,17.3,2009,49.2
STATEN ISLAND,8,2013,All Students,4213,300,1153,27.4,1689,40.1,970,23,401,9.5,1371,32.5
STATEN ISLAND,8,2014,All Students,4210,303,933,22.2,1732,41.1,1133,26.9,412,9.8,1545,36.7
STATEN ISLAND,8,2015,All Students,3973,307,781,19.7,1450,36.5,1228,30.9,514,12.9,1742,43.8
STATEN ISLAND,8,2016,All Students,4006,311,662,16.5,1422,35.5,1246,31.1,676,16.9,1922,48
STATEN ISLAND,8,2017,All Students,4004,314,613,15.3,1303,32.5,1299,32.4,789,19.7,2088,52.1
STATEN ISLAND,8,2018,All Students,3921,605,465,11.9,1235,31.5,1120,28.6,1101,28.1,2221,56.6
STATEN ISLAND,All Grades,2013,All Students,26510,301,7688,29,10424,39.3,6135,23.1,2263,8.5,8398,31.7
STATEN ISLAND,All Grades,2014,All Students,25964,303,6868,26.5,10095,38.9,6407,24.7,2594,10,9001,34.7
STATEN ISLAND,All Grades,2015,All Students,25683,305,6602,25.7,9429,36.7,6616,25.8,3036,11.8,9652,37.6
STATEN ISLAND,All Grades,2016,All Students,25585,310,5409,21.1,8822,34.5,7598,29.7,3756,14.7,11354,44.4
STATEN ISLAND,All Grades,2017,All Students,25687,312,5116,19.9,8485,33,7630,29.7,4456,17.3,12086,47.1
STATEN ISLAND,All Grades,2018,All Students,25672,604,4505,17.5,7400,28.8,8048,31.3,5719,22.3,13767,53.6
BRONX,3,2013,SWD,3269,262,2552,78.1,589,18,126,3.9,2,0.1,128,3.9
BRONX,3,2013,Not SWD,12366,293,5427,43.9,4516,36.5,2267,18.3,156,1.3,2423,19.6
BRONX,3,2014,SWD,3481,261,2673,76.8,638,18.3,163,4.7,7,0.2,170,4.9
BRONX,3,2014,Not SWD,12166,292,5348,44,4311,35.4,2341,19.2,166,1.4,2507,20.6
BRONX,3,2015,SWD,3495,262,2714,77.7,627,17.9,147,4.2,7,0.2,154,4.4
BRONX,3,2015,Not SWD,11853,295,4826,40.7,4434,37.4,2322,19.6,271,2.3,2593,21.9
BRONX,3,2016,SWD,3567,272,2509,70.3,795,22.3,250,7,13,0.4,263,7.4
BRONX,3,2016,Not SWD,11724,306,3216,27.4,4642,39.6,3408,29.1,458,3.9,3866,33
BRONX,3,2017,SWD,3594,272,2531,70.4,772,21.5,276,7.7,15,0.4,291,8.1
BRONX,3,2017,Not SWD,11359,304,3497,30.8,3941,34.7,3488,30.7,433,3.8,3921,34.5
BRONX,3,2018,SWD,3443,580,1771,51.4,1214,35.3,434,12.6,24,0.7,458,13.3
BRONX,3,2018,Not SWD,11344,597,2187,19.3,4205,37.1,4440,39.1,512,4.5,4952,43.7
BRONX,4,2013,SWD,3534,259,2669,75.5,767,21.7,83,2.3,15,0.4,98,2.8
BRONX,4,2013,Not SWD,11720,293,4343,37.1,5179,44.2,1738,14.8,460,3.9,2198,18.8
BRONX,4,2014,SWD,3525,263,2602,73.8,781,22.2,122,3.5,20,0.6,142,4
BRONX,4,2014,Not SWD,11261,294,4025,35.7,4716,41.9,1963,17.4,557,4.9,2520,22.4
BRONX,4,2015,SWD,3742,263,2690,71.9,883,23.6,148,4,21,0.6,169,4.5
BRONX,4,2015,Not SWD,11686,295,3999,34.2,5077,43.4,1975,16.9,635,5.4,2610,22.3
BRONX,4,2016,SWD,3760,274,2427,64.5,1085,28.9,211,5.6,37,1,248,6.6
BRONX,4,2016,Not SWD,11405,305,2622,23,4869,42.7,2840,24.9,1074,9.4,3914,34.3
BRONX,4,2017,SWD,3675,271,2346,63.8,1060,28.8,224,6.1,45,1.2,269,7.3
BRONX,4,2017,Not SWD,11398,304,2609,22.9,4814,42.2,2791,24.5,1184,10.4,3975,34.9
BRONX,4,2018,SWD,3757,580,2058,54.8,1280,34.1,349,9.3,70,1.9,419,11.2
BRONX,4,2018,Not SWD,11015,598,2223,20.2,4204,38.2,3112,28.3,1476,13.4,4588,41.7
BRONX,5,2013,SWD,3466,263,2708,78.1,646,18.6,100,2.9,12,0.3,112,3.2
BRONX,5,2013,Not SWD,11427,295,4482,39.2,4660,40.8,1835,16.1,450,3.9,2285,20
BRONX,5,2014,SWD,3463,261,2766,79.9,614,17.7,75,2.2,8,0.2,83,2.4
BRONX,5,2014,Not SWD,11080,294,4480,40.4,4448,40.1,1672,15.1,480,4.3,2152,19.4
BRONX,5,2015,SWD,3667,262,2852,77.8,711,19.4,97,2.6,7,0.2,104,2.8
BRONX,5,2015,Not SWD,10621,295,3973,37.4,4447,41.9,1650,15.5,551,5.2,2201,20.7
BRONX,5,2016,SWD,3785,260,2983,78.8,640,16.9,147,3.9,15,0.4,162,4.3
BRONX,5,2016,Not SWD,11248,296,4238,37.7,4108,36.5,2236,19.9,666,5.9,2902,25.8
BRONX,5,2017,SWD,3766,263,2813,74.7,740,19.6,177,4.7,36,1,213,5.7
BRONX,5,2017,Not SWD,11066,298,3986,36,3957,35.8,2208,20,915,8.3,3123,28.2
BRONX,5,2018,SWD,3790,581,2764,72.9,771,20.3,201,5.3,54,1.4,255,6.7
BRONX,5,2018,Not SWD,11144,598,4012,36,3778,33.9,2303,20.7,1051,9.4,3354,30.1
BRONX,6,2013,SWD,3645,258,2883,79.1,698,19.1,54,1.5,10,0.3,64,1.8
BRONX,6,2013,Not SWD,11432,289,4420,38.7,5342,46.7,1158,10.1,512,4.5,1670,14.6
BRONX,6,2014,SWD,3368,262,2445,72.6,847,25.1,58,1.7,18,0.5,76,2.3
BRONX,6,2014,Not SWD,10843,291,3604,33.2,5461,50.4,1138,10.5,640,5.9,1778,16.4
BRONX,6,2015,SWD,3442,264,2552,74.1,800,23.2,72,2.1,18,0.5,90,2.6
BRONX,6,2015,Not SWD,10402,294,3374,32.4,4877,46.9,1387,13.3,764,7.3,2151,20.7
BRONX,6,2016,SWD,3454,263,2470,71.5,862,25,108,3.1,14,0.4,122,3.5
